Area,Timestamp
296396.72178483545,739.0
314082.219367146,739.0
303339.53820409183,739.0
148712.73900268297,739.0
287560.4408057335,739.0
84542.30381188368,739.0
50090.2478727235,739.0
854775.1272838523,739.0
136800.41348656997,739.0
69937.87597397486,739.0
148412.3966311743,739.0
127186.54633325258,739.0
26345.616147112247,739.0
72856.23755008106,2617.0
76337.56999003816,12577.0
37545.598097730406,12577.0
49490.77265855159,31109.0
69912.63891692895,1448885.0
51545.343292801605,4591795.0
175074.77008627102,740.0
266378.03691916366,740.0
116739.78623042113,740.0
218684.1290728279,740.0
66523.81256561447,740.0
244374.470318578,740.0
181202.24033475586,740.0
36580.928806541815,740.0
48542.37820485007,4696.0
81438.93870674139,6764.0
40159.74909781543,6764.0
54248.04662746055,40744.0
108870.35435099417,43422.0
52447.11402683098,43422.0
176467.97871473443,2484080.0
88147.16501760982,2484080.0
41614.53609975787,2484080.0
62790.25130500408,5428724.0
152800.64144453994,745.0
117322.11257773438,745.0
59186.23703371077,745.0
49163.66615078968,410353.0
319870.67601783446,752.0
2201630.74666585,752.0
259268.35138296054,752.0
137969.8357699874,752.0
75875.91248327604,752.0
165439.066264358,39820.0
82409.22438528323,39820.0
38676.87758059693,39820.0
46637.41303648039,1275526.0
64868.943919806545,1452744.0
45872.516951385915,5789382.0
63516.53452907066,5937660.0
104245.69402535306,717.0
138641.6379192014,717.0
688596.8507440371,717.0
182351.88115890085,717.0
173584.15187244062,717.0
766429.252448603,717.0
113890.56160172091,717.0
215754.19245885237,717.0
138467.45597826721,717.0
82002.37545786425,717.0
61821.5649861307,15837.0
134762.5402881102,58935.0
64357.648640338826,58935.0
1731092.6555873947,705.0
721058.4175427138,705.0
358853.5216677778,705.0
184474.58105296094,705.0
91654.82352072539,705.0
47399.3069905576,705.0
60047.53622197733,705.0
81188.48016805416,705.0
40968.91016793443,705.0
87782.80991569164,13593.0
42839.00289392121,13593.0
64943.19975412057,3208791.0
115127.79324864331,6122357.0
55225.08516683735,6122357.0
201079.5400820147,747.0
134033.95793365725,747.0
87422.97002506377,747.0
44497.93669297435,747.0
85095.13520970204,747.0
51796.556243942716,747.0
145172.10664480322,2965.0
67813.920036323,2965.0
261722.88563863456,4319.0
128124.29247308378,4319.0
59399.16847595191,4319.0
51872.17803630537,11713.0
45849.992435666965,19391.0
50188.10641577654,3141861.0
55962.37882435721,750.0
146300.6622453706,750.0
70552.24360891624,750.0
103273.60966240124,750.0
65703.25654663792,750.0
67198.61419214122,750.0
102142.07094194948,47106.0
48497.59782986841,47106.0
44547.75696138527,4952264.0
543883.8398748101,730.0
330965.73954311485,730.0
201626.2273676767,730.0
113627.6200212481,730.0
2070432.163833429,730.0
140734.5624610526,730.0
354851.3301290337,730.0
86930.80934018848,730.0
3135875.9384475215,730.0
333036.38446583354,730.0
208282.9278451627,730.0
203772.77900025528,730.0
108284.88921286211,730.0
67614.03853126768,730.0
49209.94558512165,1402.0
52846.4256734897,7372.0
76765.736571973,13754.0
37141.03533833134,13754.0
173508.79658712403,14690.0
84788.12490007616,14690.0
43655.77789359382,14690.0
47830.469036778486,33628.0
46241.71922919756,4539850.0
204108.95158444686,732.0
186736.66325949156,732.0
825249.4355989647,732.0
340548.707834931,732.0
148799.193105098,732.0
72487.15643255349,732.0
231703.01509387873,732.0
214442.61016596356,732.0
119646.17830954333,732.0
64504.44455711357,732.0
71467.52521629466,1202382.0
89662.0680592056,2538976.0
45107.5628912993,2538976.0
5552715.360017272,722.0
330735.9695026296,722.0
195483.38933166346,722.0
116835.38118912159,722.0
73764.91802631474,722.0
109427.82229460288,722.0
67698.11042939217,722.0
139430.8299462843,722.0
48673.01371148731,722.0
111845.99751574181,10738.0
53089.726119407474,10738.0
138023.4886327245,13494.0
65456.23880759286,13494.0
58999.11427075128,17866.0
98657.73018582928,34028.0
47286.37734702493,34028.0
66161.32647360973,2735628.0
86065.62164697264,4765912.0
42659.75475633735,4765912.0
485147.95101696445,749.0
8954563.027828194,749.0
1889311.2868851516,749.0
207905.51547918332,749.0
3367710.9028421016,749.0
64905.340554264796,749.0
133026.1712229518,749.0
69378.17656103999,749.0
96855.79542332691,749.0
59284.9725853439,749.0
344900.76065755374,749.0
182362.42816775292,749.0
120690.50695250511,749.0
55756.23957896179,749.0
10718.17672253932,749.0
59025.36201804036,1228791.0
52818.51511720811,3012937.0
385009.1960150448,734.0
785055.326041538,734.0
208732.73842569624,734.0
154484.53779908613,734.0
483454.8054943317,734.0
690489.7682264214,734.0
228006.4724415317,734.0
134125.36738541207,734.0
198863.11480380438,734.0
80075.2352397294,734.0
187822.5961360795,734.0
99354.15631959145,734.0
31942.826762826742,734.0
79777.25738211685,10400.0
39540.05765956049,10400.0
159953.54092793082,13586.0
77322.39189097403,13586.0
91699.3622639048,39052.0
46421.02524622565,39052.0
220413.05438686055,746.0
161589.1903360594,746.0
117318.66799814886,746.0
73652.94889160852,746.0
44666.37716749618,746.0
71471.11648431448,19250.0
96095.8082082799,20598.0
53679.34849114602,20598.0
92219.05283085749,28398.0
44316.4777618341,28398.0
108551.6705552546,30252.0
51577.03613178685,30252.0
559238.637940126,717.0
1508630.1725746794,717.0
8166479.725827027,717.0
2209295.712213345,717.0
488850.287410954,717.0
250569.09415413873,717.0
136520.2051745844,717.0
82207.70760540898,717.0
52148.90829534896,717.0
187469.2412575141,12939.0
91735.92728949421,12939.0
43724.54150780474,12939.0
45900.69403103638,2355113.0
51529.64361891694,5430939.0
352577.1918840611,740.0
137739.68862095108,740.0
1104257.3564685304,740.0
103529.12604087414,740.0
53289.03726319256,740.0
68522.4426370715,740.0
104727.31746982737,740.0
51744.806216714285,740.0
75075.36552287641,4938.0
159925.62466589233,6130.0
79154.72850892521,6130.0
46300.298565368015,6130.0
113581.00654524937,13302.0
53247.30931408613,13302.0
90044.82123692794,16790.0
45574.62124871622,16790.0
57140.66272993124,49996.0
71866.6411242655,72204.0
35139.73920621629,72204.0
